industry,series_id,date,openings_thousands,avg_hourly_earnings,year,month,log_openings,log_wage,post_chatgpt,residual,fitted
Manufacturing,JTS300000000000000JOL,2014-01-01,261,24.66,2014,1,5.564520407322694,3.2051824977361982,False,-0.17704395599347755,5.741564363316171
Manufacturing,JTS300000000000000JOL,2014-02-01,286,24.71,2014,2,5.655991810819852,3.207208020000518,False,-0.09104140183645182,5.747033212656304
Manufacturing,JTS300000000000000JOL,2014-03-01,282,24.71,2014,3,5.641907070938114,3.207208020000518,False,-0.10512614171819035,5.747033212656304
Manufacturing,JTS300000000000000JOL,2014-04-01,275,24.68,2014,4,5.616771097666572,3.205993199037187,False,-0.12698213483808285,5.7437532325046545
Manufacturing,JTS300000000000000JOL,2014-05-01,294,24.71,2014,5,5.683579767338681,3.207208020000518,False,-0.06345344531762276,5.747033212656304
Manufacturing,JTS300000000000000JOL,2014-06-01,318,24.82,2014,6,5.762051382780177,3.211649779776461,False,0.0030255519988626745,5.759025830781314
Manufacturing,JTS300000000000000JOL,2014-07-01,296,24.83,2014,7,5.69035945432406,3.2120525995200757,False,-0.06975397767885827,5.760113432002918
Manufacturing,JTS300000000000000JOL,2014-08-01,322,24.87,2014,8,5.7745515455444085,3.2136622578153133,False,0.01009208444034737,5.764459461104061
Manufacturing,JTS300000000000000JOL,2014-09-01,310,24.81,2014,9,5.736572297479192,3.21124679770371,False,-0.02136549379671937,5.7579377912759115
Manufacturing,JTS300000000000000JOL,2014-10-01,294,24.89,2014,10,5.683579767338681,3.2144661163795005,False,-0.08305008776980838,5.76662985510849
Manufacturing,JTS300000000000000JOL,2014-11-01,327,24.91,2014,11,5.7899601708972535,3.215269329274089,False,0.021161665072879643,5.768798505824374
Manufacturing,JTS300000000000000JOL,2014-12-01,307,24.9,2014,12,5.726847747587197,3.214867803470662,False,-0.040866650615256184,5.767714398202453
Manufacturing,JTS300000000000000JOL,2015-01-01,321,24.97,2015,1,5.771441123130016,3.217675104291682,False,-0.0038529030592693303,5.775294026189285
Manufacturing,JTS300000000000000JOL,2015-02-01,309,25.02,2015,2,5.733341276897746,3.219675505038765,False,-0.04735377128887741,5.780695048186623
Manufacturing,JTS300000000000000JOL,2015-03-01,322,25.08,2015,3,5.7745515455444085,3.22207071576472,False,-0.012610499736672942,5.7871620452810815
Manufacturing,JTS300000000000000JOL,2015-04-01,323,25.1,2015,4,5.777652323222656,3.2228678461377385,False,-0.011661950148569744,5.789314273371226
Manufacturing,JTS300000000000000JOL,2015-05-01,324,25.14,2015,5,5.780743515792329,3.224460203162101,False,-0.012870073767783374,5.793613589560112
Manufacturing,JTS300000000000000JOL,2015-06-01,291,25.12,2015,6,5.673323267171493,3.223664341599998,False,-0.11814152004987832,5.791464787221371
Manufacturing,JTS300000000000000JOL,2015-07-01,336,25.21,2015,7,5.817111159963204,3.2272407411998283,False,0.015990201128162518,5.801120958835042
Manufacturing,JTS300000000000000JOL,2015-08-01,314,25.35,2015,8,5.749392985908253,3.232778730037192,False,-0.0666803766265085,5.816073362534762
Manufacturing,JTS300000000000000JOL,2015-09-01,315,25.38,2015,9,5.752572638825633,3.2339614622862416,False,-0.06669406529500232,5.819266704120635
Manufacturing,JTS300000000000000JOL,2015-10-01,314,25.41,2015,10,5.749392985908253,3.235142797332073,False,-0.07306328739149048,5.822456273299744
Manufacturing,JTS300000000000000JOL,2015-11-01,298,25.49,2015,11,5.697093486505405,3.238286218388024,False,-0.13384992933057305,5.830943415835978
Manufacturing,JTS300000000000000JOL,2015-12-01,334,25.51,2015,12,5.811140992976701,3.23907053215372,False,-0.02192004649419843,5.833061039470899
Manufacturing,JTS300000000000000JOL,2016-01-01,321,25.59,2016,1,5.771441123130016,3.242201650171697,False,-0.07007384104372516,5.841514964173741
Manufacturing,JTS300000000000000JOL,2016-02-01,325,25.64,2016,2,5.783825182329737,3.2441536320524693,False,-0.06296007435505668,5.846785256684794
Manufacturing,JTS300000000000000JOL,2016-03-01,336,25.74,2016,3,5.817111159963204,3.248046202167981,False,-0.04018391924125719,5.857295079204461
Manufacturing,JTS300000000000000JOL,2016-04-01,387,25.85,2016,4,5.958424693029782,3.2523106009544382,False,0.08961586505040398,5.868808827979378
Manufacturing,JTS300000000000000JOL,2016-05-01,353,25.95,2016,5,5.8664680569332965,3.2561716096118976,False,-0.012765378575974928,5.8792334355092715
Manufacturing,JTS300000000000000JOL,2016-06-01,363,25.97,2016,6,5.8944028342648505,3.256942025674657,False,0.01308929850160201,5.8813135357632484
Manufacturing,JTS300000000000000JOL,2016-07-01,344,26.0,2016,7,5.840641657373398,3.258096538021482,False,-0.043789027086426735,5.884430684459825
Manufacturing,JTS300000000000000JOL,2016-08-01,326,26.1,2016,8,5.786897381366708,3.261935314328648,False,-0.10789788394427369,5.894795265310981
Manufacturing,JTS300000000000000JOL,2016-09-01,326,26.11,2016,9,5.786897381366708,3.2623183827110376,False,-0.10893215708318671,5.895829538449894
Manufacturing,JTS300000000000000JOL,2016-10-01,299,26.26,2016,10,5.700443573390687,3.26804686887465,False,-0.21085270582413962,5.9112962792148265
Manufacturing,JTS300000000000000JOL,2016-11-01,345,26.23,2016,11,5.84354441703136,3.2669037938787824,False,-0.06466559399131011,5.90821001102267
Manufacturing,JTS300000000000000JOL,2016-12-01,369,26.3,2016,12,5.910796644040527,3.269568939183719,False,-0.004609179340767433,5.9154058233812945
Manufacturing,JTS300000000000000JOL,2017-01-01,371,26.36,2017,1,5.916202062607435,3.2718477096343066,False,-0.005356372618487981,5.921558435225923
Manufacturing,JTS300000000000000JOL,2017-02-01,369,26.39,2017,2,5.910796644040527,3.2729851505152325,False,-0.013832847436254347,5.924629491476781
Manufacturing,JTS300000000000000JOL,2017-03-01,394,26.4,2017,3,5.976350909297934,3.2733640101522705,False,0.05069850816841104,5.925652401129523
Manufacturing,JTS300000000000000JOL,2017-04-01,373,26.53,2017,4,5.921578419643816,3.2782761681496484,False,-0.017336660694819983,5.938915080338636
Manufacturing,JTS300000000000000JOL,2017-05-01,347,26.5,2017,5,5.849324779946859,3.277144732992177,False,-0.0865354594140495,5.935860239360909
Manufacturing,JTS300000000000000JOL,2017-06-01,392,26.52,2017,6,5.971261839790462,3.277899165317662,False,0.033364655786641606,5.937897184003821
Manufacturing,JTS300000000000000JOL,2017-07-01,371,26.63,2017,7,5.916202062607435,3.282038399825841,False,-0.03287093037536515,5.9490729929828
Manufacturing,JTS300000000000000JOL,2017-08-01,420,26.56,2017,8,6.040254711277414,3.279406324608233,False,0.09828824240968004,5.941966468867734
Manufacturing,JTS300000000000000JOL,2017-09-01,434,26.69,2017,9,6.073044534100405,3.284288963416433,False,0.11789508694864992,5.955149447151755
Manufacturing,JTS300000000000000JOL,2017-10-01,424,26.72,2017,10,6.049733455231958,3.285412348668445,False,0.09155090160568946,5.958182553626268
Manufacturing,JTS300000000000000JOL,2017-11-01,435,26.72,2017,11,6.075346031088684,3.285412348668445,False,0.11716347746241595,5.958182553626268
Manufacturing,JTS300000000000000JOL,2017-12-01,405,26.75,2017,12,6.003887067106539,3.2865344733420154,False,0.042674810529724994,5.961212256576814
Manufacturing,JTS300000000000000JOL,2018-01-01,447,26.84,2018,1,6.102558594613569,3.289893312103481,False,0.13227757415900054,5.970281020454569
Manufacturing,JTS300000000000000JOL,2018-02-01,441,26.83,2018,2,6.089044875446846,3.2895206644375325,False,0.11976999250946108,5.969274882937385
Manufacturing,JTS300000000000000JOL,2018-03-01,416,26.91,2018,3,6.030685260261263,3.2924979647388146,False,0.05337175584098386,5.977313504420279
Manufacturing,JTS300000000000000JOL,2018-04-01,438,26.94,2018,4,6.082218910376446,3.293612170982218,False,0.10189708252949004,5.980321827846956
Manufacturing,JTS300000000000000JOL,2018-05-01,460,26.93,2018,5,6.131226489483141,3.293240906823508,False,0.1519070637253357,5.979319425757805
Manufacturing,JTS300000000000000JOL,2018-06-01,461,26.99,2018,6,6.133398042996649,3.295466427029913,False,0.14806977945579547,5.985328263540853
Manufacturing,JTS300000000000000JOL,2018-07-01,458,26.98,2018,7,6.126869184114185,3.2950958507796098,False,0.14254146533042444,5.984327718783761
Manufacturing,JTS300000000000000JOL,2018-08-01,500,27.05,2018,8,6.214608098422191,3.2976870052924907,False,0.22328434019834642,5.991323758223845
Manufacturing,JTS300000000000000JOL,2018-09-01,478,27.09,2018,9,6.169610732491456,3.299164656097004,False,0.17429736143068464,5.995313371060772
Manufacturing,JTS300000000000000JOL,2018-10-01,502,27.13,2018,10,6.218600119691729,3.3006401266708405,False,0.21930302235144428,5.999297097340285
Manufacturing,JTS300000000000000JOL,2018-11-01,520,27.24,2018,11,6.253828811575473,3.3046864812813115,False,0.24360667819326132,6.010222133382212
Manufacturing,JTS300000000000000JOL,2018-12-01,467,27.28,2018,12,6.1463292576688975,3.3061538329752613,False,0.13214531873926827,6.014183938929629
Manufacturing,JTS300000000000000JOL,2019-01-01,431,27.25,2019,1,6.066108090103747,3.305053521109253,False,0.054894960198714315,6.011213129905033
Manufacturing,JTS300000000000000JOL,2019-02-01,457,27.43,2019,2,6.124683390894205,3.311637304949512,False,0.0956942421595448,6.02898914873466
Manufacturing,JTS300000000000000JOL,2019-03-01,435,27.48,2019,3,6.075346031088684,3.3134584673541485,False,0.04143979850344692,6.033906232585237
Manufacturing,JTS300000000000000JOL,2019-04-01,451,27.44,2019,4,6.111467339502679,3.3120018028576843,False,0.0814940573523053,6.029973282150373
Manufacturing,JTS300000000000000JOL,2019-05-01,471,27.56,2019,5,6.154858094016418,3.3163654461454577,False,0.11310310591529316,6.0417549881011245
Manufacturing,JTS300000000000000JOL,2019-06-01,465,27.65,2019,6,6.142037405587356,3.319625727968344,False,0.09147975438554834,6.0505576512018076
Manufacturing,JTS300000000000000JOL,2019-07-01,452,27.69,2019,7,6.113682179832232,3.3210713371828704,False,0.059221427125092596,6.054460752707139
Manufacturing,JTS300000000000000JOL,2019-08-01,439,27.75,2019,8,6.084499413075172,3.323235840192444,False,0.024194567185675808,6.060304845889497
Manufacturing,JTS300000000000000JOL,2019-09-01,444,27.83,2019,9,6.095824562432225,3.326114575537799,False,0.027747217483504727,6.06807734494872
Manufacturing,JTS300000000000000JOL,2019-10-01,399,27.88,2019,10,5.988961416889864,3.327909585892323,False,-0.08396240215879125,6.072923819048655
Manufacturing,JTS300000000000000JOL,2019-11-01,414,28.0,2019,11,6.025865973825314,3.332204510175204,False,-0.05865401192271946,6.084519985748034
Manufacturing,JTS300000000000000JOL,2019-12-01,380,28.14,2019,12,5.940171252720432,3.337192051686243,False,-0.15781494546180141,6.097986198182233
Manufacturing,JTS300000000000000JOL,2020-01-01,407,28.2,2020,1,6.008813185442595,3.339321977944068,False,-0.09492374972970996,6.1037369351723045
Manufacturing,JTS300000000000000JOL,2020-02-01,392,28.27,2020,2,5.971261839790462,3.341801171705499,False,-0.1391688441522696,6.110430683942732
Manufacturing,JTS300000000000000JOL,2020-03-01,295,28.39,2020,3,5.68697535633982,3.34603697048488,False,-0.4348918572168339,6.121867213556654
Manufacturing,JTS300000000000000JOL,2020-04-01,298,29.24,2020,4,5.697093486505405,3.375537634881577,False,-0.504424635787883,6.201518122293288
Manufacturing,JTS300000000000000JOL,2020-05-01,314,29.01,2020,5,5.749392985908253,3.367640598133313,False,-0.4308033741064774,6.1801963600147305
Manufacturing,JTS300000000000000JOL,2020-06-01,338,28.64,2020,6,5.823045895483019,3.3548043420924447,False,-0.32249295835887715,6.145538853841896
Manufacturing,JTS300000000000000JOL,2020-07-01,392,28.74,2020,7,5.971261839790462,3.358289880650879,False,-0.18368786357951983,6.154949703369982
Manufacturing,JTS300000000000000JOL,2020-08-01,458,28.89,2020,8,6.126869184114185,3.363495514478144,False,-0.04213557440018967,6.169004758514375
Manufacturing,JTS300000000000000JOL,2020-09-01,469,28.85,2020,9,6.150602768446279,3.3621099929541085,False,-0.014661123524223996,6.165263891970503
Manufacturing,JTS300000000000000JOL,2020-10-01,519,28.86,2020,10,6.251903883165888,3.3624565533457247,False,0.08570428853617784,6.166199594629711
Manufacturing,JTS300000000000000JOL,2020-11-01,490,28.96,2020,11,6.194405391104672,3.365915567517516,False,0.018866561994978603,6.175538829109693
Manufacturing,JTS300000000000000JOL,2020-12-01,502,28.99,2020,12,6.218600119691729,3.366950942933564,False,0.04026580802398794,6.178334311667741
Manufacturing,JTS300000000000000JOL,2021-01-01,522,29.04,2021,1,6.257667587882639,3.3686741899565957,False,0.07468056095681064,6.1829870269258285
Manufacturing,JTS300000000000000JOL,2021-02-01,599,29.17,2021,2,6.395261598115449,3.37314078387963,False,0.20021490161258626,6.195046696502863
Manufacturing,JTS300000000000000JOL,2021-03-01,739,29.17,2021,3,6.6052979209482015,3.37314078387963,False,0.41025122444533846,6.195046696502863
Manufacturing,JTS300000000000000JOL,2021-04-01,848,29.32,2021,4,6.742880635791903,3.3782698770184507,False,0.5339855417069277,6.208895094084975
Manufacturing,JTS300000000000000JOL,2021-05-01,887,29.51,2021,5,6.787844982309579,3.3847291889548483,False,0.5615099398007617,6.2263350425088175
Manufacturing,JTS300000000000000JOL,2021-06-01,893,29.6,2021,6,6.794586580876499,3.387774361330014,False,0.5600296643217266,6.234556916554772
Manufacturing,JTS300000000000000JOL,2021-07-01,903,29.73,2021,7,6.805722553416985,3.3921566370100065,False,0.559333624011515,6.24638892940547
Manufacturing,JTS300000000000000JOL,2021-08-01,843,29.82,2021,8,6.736966958001855,3.3951793093365925,False,0.48241690400650583,6.25455005399535
Manufacturing,JTS300000000000000JOL,2021-09-01,930,29.98,2021,9,6.835184586147301,3.400530492674452,False,0.5661864976960045,6.268998088451297
Manufacturing,JTS300000000000000JOL,2021-10-01,953,30.12,2021,10,6.859614903654202,3.405189402931693,False,0.578037897293747,6.281577006360455
Manufacturing,JTS300000000000000JOL,2021-11-01,846,30.18,2021,11,6.740519359606223,3.407179453339703,False,0.45356927685337833,6.286950082752845
Manufacturing,JTS300000000000000JOL,2021-12-01,877,30.34,2021,12,6.776506992372183,3.4124669739203863,False,0.4752807626976363,6.301226229674547
Manufacturing,JTS300000000000000JOL,2022-01-01,895,30.53,2022,1,6.796823718274855,3.4187098067467865,False,0.4787420272782459,6.3180816909966095
Manufacturing,JTS300000000000000JOL,2022-02-01,823,30.48,2022,2,6.71295620067707,3.4170707308184456,False,0.3992999655083418,6.313656235168728
Manufacturing,JTS300000000000000JOL,2022-03-01,905,30.59,2022,3,6.807934943699926,3.420673158162812,False,0.4845522627882115,6.323382680911714
Manufacturing,JTS300000000000000JOL,2022-04-01,1025,30.78,2022,4,6.932447891572509,3.426865128410733,False,0.5923470767745531,6.340100814797956
Manufacturing,JTS300000000000000JOL,2022-05-01,805,30.81,2022,5,6.690842277418564,3.4278393126085764,False,0.348111194515738,6.342731082902826
Manufacturing,JTS300000000000000JOL,2022-06-01,860,30.81,2022,6,6.756932389247553,3.4278393126085764,False,0.4142013063447276,6.342731082902826
Manufacturing,JTS300000000000000JOL,2022-07-01,879,30.92,2022,7,6.778784897685177,3.4314032237192214,False,0.42643136171477636,6.3523535359704
Manufacturing,JTS300000000000000JOL,2022-08-01,823,31.03,2022,8,6.71295620067707,3.434954478460289,False,0.3510143834572146,6.361941817219855
Manufacturing,JTS300000000000000JOL,2022-09-01,816,31.13,2022,9,6.704414354964107,3.438171984453517,False,0.3337853681002052,6.370628986863902
Manufacturing,JTS300000000000000JOL,2022-10-01,743,31.3,2022,10,6.610696044717759,3.4436180975461075,False,0.22536271590839707,6.385333328809362
Manufacturing,JTS300000000000000JOL,2022-11-01,814,31.37,2022,11,6.70196036600254,3.445852022202587,True,0.3105955076470961,6.391364858355444
Manufacturing,JTS300000000000000JOL,2022-12-01,750,31.48,2022,12,6.620073206530356,3.4493524235492026,True,0.21925736956467823,6.400815836965678
Manufacturing,JTS300000000000000JOL,2023-01-01,717,31.66,2023,1,6.57507584059962,3.4550540544528663,True,0.15886577126511003,6.41621006933451
Manufacturing,JTS300000000000000JOL,2023-02-01,665,31.68,2023,2,6.499787040655854,3.455685566946225,True,0.08187190653710097,6.417915134118753
Manufacturing,JTS300000000000000JOL,2023-03-01,683,31.84,2023,3,6.52649485957079,3.460723360976182,True,0.0949778327245312,6.431517026846259
Manufacturing,JTS300000000000000JOL,2023-04-01,653,32.02,2023,4,6.481577129276431,3.4663607075685685,True,0.03483943577300952,6.4467376935034215
Manufacturing,JTS300000000000000JOL,2023-05-01,557,32.14,2023,5,6.322565239927284,3.4701013603093664,True,-0.13427210374219012,6.456837343669474
Manufacturing,JTS300000000000000JOL,2023-06-01,575,32.38,2023,6,6.354370040797351,3.477540948249489,True,-0.1225539670939364,6.476924007891287
Manufacturing,JTS300000000000000JOL,2023-07-01,514,32.56,2023,7,6.2422232654551655,3.4830845411343394,True,-0.2496682768959122,6.491891542351078
Manufacturing,JTS300000000000000JOL,2023-08-01,576,32.6,2023,8,6.356107660695892,3.484312288372662,True,-0.13909876236147145,6.495206423057364
Manufacturing,JTS300000000000000JOL,2023-09-01,605,32.77,2023,9,6.405228458030842,3.489513462710723,True,-0.10402097968386848,6.50924943771471
Manufacturing,JTS300000000000000JOL,2023-10-01,568,32.86,2023,10,6.342121418721152,3.492256112609122,True,-0.17453309142909212,6.516654510150244
Manufacturing,JTS300000000000000JOL,2023-11-01,535,33.05,2023,11,6.282266746896006,3.498021566297695,True,-0.24995431522739242,6.532221062123399
Manufacturing,JTS300000000000000JOL,2023-12-01,597,33.23,2023,12,6.391917113392602,3.503453082366503,True,-0.15496887915001167,6.546885992542614
Manufacturing,JTS300000000000000JOL,2024-01-01,557,33.33,2024,1,6.322565239927284,3.506457892319648,True,-0.23243364933285893,6.554998889260143
Manufacturing,JTS300000000000000JOL,2024-02-01,551,33.41,2024,2,6.311734809152915,3.508855256368665,True,-0.24973689110934583,6.561471700262261
Manufacturing,JTS300000000000000JOL,2024-03-01,517,33.57,2024,3,6.248042874508429,3.513632810991944,True,-0.3263280798915016,6.574370954399931
Manufacturing,JTS300000000000000JOL,2024-04-01,491,33.61,2024,4,6.19644412779452,3.5148236417370144,True,-0.38114203388755463,6.577586161682075
Manufacturing,JTS300000000000000JOL,2024-05-01,541,33.79,2024,5,6.293419278846481,3.5201649007261984,True,-0.29858812184788697,6.592007400694368
Manufacturing,JTS300000000000000JOL,2024-06-01,471,33.99,2024,6,6.154858094016418,3.5260663637080247,True,-0.4530830796620844,6.607941173678502
Manufacturing,JTS300000000000000JOL,2024-07-01,481,34.08,2024,7,6.175867270105761,3.528710701961115,True,-0.4392135375156716,6.615080807621433
Manufacturing,JTS300000000000000JOL,2024-08-01,461,34.21,2024,8,6.133398042996649,3.532517998989513,True,-0.49196235236776786,6.6253603953644165
Manufacturing,JTS300000000000000JOL,2024-09-01,466,34.29,2024,9,6.144185634125646,3.534853766474829,True,-0.4874812633670338,6.631666897492679
Manufacturing,JTS300000000000000JOL,2024-10-01,437,34.39,2024,10,6.07993319509559,3.537765824444175,True,-0.5595961715412789,6.639529366636869
Manufacturing,JTS300000000000000JOL,2024-11-01,415,34.51,2024,11,6.028278520230698,3.541249137109912,True,-0.6206556860907595,6.648934206321457
Manufacturing,JTS300000000000000JOL,2024-12-01,401,34.56,2024,12,5.993961427306569,3.542696943935855,True,-0.6588818140051105,6.65284324131168
Professional and Business Services,JTS540099000000000JOL,2012-01-01,948,27.94,2012,1,6.854354502255021,3.330059353828816,False,0.08212833306756284,6.772226169187459
Professional and Business Services,JTS540099000000000JOL,2012-02-01,747,27.95,2012,2,6.616065185132817,3.3304171996011083,False,-0.15680812806805822,6.772873313200876
Professional and Business Services,JTS540099000000000JOL,2012-03-01,837,28.01,2012,3,6.729824070489475,3.332561589272017,False,-0.0469272511871468,6.776751321676622
Professional and Business Services,JTS540099000000000JOL,2012-04-01,772,27.99,2012,4,6.648984550024776,3.331847303527362,False,-0.12647502593535798,6.775459575960134
Professional and Business Services,JTS540099000000000JOL,2012-05-01,750,28.04,2012,5,6.620073206530356,3.333632062166389,False,-0.1586140053502474,6.778687211880603
Professional and Business Services,JTS540099000000000JOL,2012-06-01,774,28.09,2012,6,6.651571873589727,3.335413641116152,False,-0.13033722392160918,6.7819090975113365
Professional and Business Services,JTS540099000000000JOL,2012-07-01,740,28.13,2012,7,6.606650186198215,3.3368366225017656,False,-0.17783229335702178,6.784482479555237
Professional and Business Services,JTS540099000000000JOL,2012-08-01,730,28.07,2012,8,6.593044534142437,3.334701390373791,False,-0.18757649783994967,6.7806210319823865
Professional and Business Services,JTS540099000000000JOL,2012-09-01,694,28.22,2012,9,6.542471960506805,3.340030946424668,False,-0.24778727474509932,6.790259235251904
Professional and Business Services,JTS540099000000000JOL,2012-10-01,755,28.22,2012,10,6.626717749249025,3.340030946424668,False,-0.1635414860028792,6.790259235251904
Professional and Business Services,JTS540099000000000JOL,2012-11-01,749,28.28,2012,11,6.618738983517219,3.342154841028372,False,-0.17536119603062783,6.794100179547847
Professional and Business Services,JTS540099000000000JOL,2012-12-01,697,28.34,2012,12,6.546785410760524,3.3442742342625342,False,-0.25114757260885945,6.797932983369384
Professional and Business Services,JTS540099000000000JOL,2013-01-01,776,28.43,2013,1,6.654152520183219,3.3474449256629084,False,-0.14951448079100516,6.803667000974224
Professional and Business Services,JTS540099000000000JOL,2013-02-01,757,28.44,2013,2,6.6293632534374485,3.34779660493504,False,-0.17493973978043087,6.804302993217879
Professional and Business Services,JTS540099000000000JOL,2013-03-01,750,28.47,2013,3,6.620073206530356,3.3488509012899463,False,-0.18613642252696128,6.806209629057317
Professional and Business Services,JTS540099000000000JOL,2013-04-01,761,28.51,2013,4,6.634633357861686,3.3502549029245805,False,-0.17411532942415064,6.808748687285837
Professional and Business Services,JTS540099000000000JOL,2013-05-01,788,28.5,2013,5,6.669498089857879,3.349904087274605,False,-0.13861616699654622,6.8081142568544255
Professional and Business Services,JTS540099000000000JOL,2013-06-01,749,28.56,2013,6,6.618738983517219,3.352007137471384,False,-0.19317852169205185,6.811917505209271
Professional and Business Services,JTS540099000000000JOL,2013-07-01,696,28.57,2013,7,6.54534966033442,3.3523572162426816,False,-0.26720094270249284,6.812550603036913
Professional and Business Services,JTS540099000000000JOL,2013-08-01,809,28.6,2013,8,6.695798917058491,3.353406717825807,False,-0.1186496507419541,6.814448567800445
Professional and Business Services,JTS540099000000000JOL,2013-09-01,751,28.66,2013,9,6.621405651764134,3.3555024224000256,False,-0.19683288024465373,6.818238532008788
Professional and Business Services,JTS540099000000000JOL,2013-10-01,819,28.73,2013,10,6.70808408385307,3.3579418729911983,False,-0.11456605776057316,6.822650141613643
Professional and Business Services,JTS540099000000000JOL,2013-11-01,745,28.83,2013,11,6.61338421837956,3.3614165116503107,False,-0.21554961241287174,6.828933830792431
Professional and Business Services,JTS540099000000000JOL,2013-12-01,774,28.87,2013,12,6.651571873589727,3.362802993674844,False,-0.17986933219874857,6.831441205788476
Professional and Business Services,JTS540099000000000JOL,2014-01-01,713,28.95,2014,1,6.569481420414296,3.3655702040190043,False,-0.26696413011357567,6.836445550527872
Professional and Business Services,JTS540099000000000JOL,2014-02-01,848,29.07,2014,2,6.742880635791903,3.3697067145707846,False,-0.10104556211897187,6.843926197910875
Professional and Business Services,JTS540099000000000JOL,2014-03-01,773,29.08,2014,3,6.650279048587422,3.3700506526653187,False,-0.1942691420814997,6.844548190668922
Professional and Business Services,JTS540099000000000JOL,2014-04-01,842,29.12,2014,4,6.735780014242327,3.3714252233284854,False,-0.11125401039352223,6.84703402463585
Professional and Business Services,JTS540099000000000JOL,2014-05-01,857,29.22,2014,5,6.75343791859778,3.3748534063225533,False,-0.09979578275157142,6.853233701349351
Professional and Business Services,JTS540099000000000JOL,2014-06-01,916,29.31,2014,6,6.82001636467413,3.377928754722801,False,-0.03877893181057779,6.858795296484708
Professional and Business Services,JTS540099000000000JOL,2014-07-01,908,29.34,2014,7,6.811244378601294,3.3789517727148355,False,-0.04940098855749486,6.860645367158789
Professional and Business Services,JTS540099000000000JOL,2014-08-01,967,29.43,2014,8,6.874198495453294,3.382014562245381,False,0.008014245170780754,6.8661842502825134
Professional and Business Services,JTS540099000000000JOL,2014-09-01,941,29.43,2014,9,6.846943139585379,3.382014562245381,False,-0.01924111069713419,6.8661842502825134
Professional and Business Services,JTS540099000000000JOL,2014-10-01,956,29.48,2014,10,6.862757913051401,3.383712067321136,False,-0.006496179975044036,6.869254093026445
Professional and Business Services,JTS540099000000000JOL,2014-11-01,970,29.56,2014,11,6.877296071497429,3.386422096080001,False,0.003141043422204781,6.874155028075224
Professional and Business Services,JTS540099000000000JOL,2014-12-01,1041,29.55,2014,12,6.947937068614969,3.386083743852107,False,0.07439393157119412,6.873543137043775
Professional and Business Services,JTS540099000000000JOL,2015-01-01,1028,29.78,2015,1,6.93537044601511,3.393837027255863,False,0.047805930691755094,6.887564515323355
Professional and Business Services,JTS540099000000000JOL,2015-02-01,1082,29.8,2015,2,6.9865664594064265,3.3945083935113587,False,0.0977878158560701,6.888778643550356
Professional and Business Services,JTS540099000000000JOL,2015-03-01,1101,29.89,2015,3,7.00397413672268,3.3975239762958465,False,0.10974198080178166,6.894232155920898
Professional and Business Services,JTS540099000000000JOL,2015-04-01,1239,29.97,2015,4,7.122059881629142,3.400196881328572,False,0.2229939268365202,6.899065954792622
Professional and Business Services,JTS540099000000000JOL,2015-05-01,1235,30.05,2015,5,7.118826249062078,3.4028626609812167,False,0.21493938124806,6.903886867814018
Professional and Business Services,JTS540099000000000JOL,2015-06-01,1109,30.07,2015,6,7.011213987350367,3.4035279970004377,False,0.10612389665351163,6.905090090696856
Professional and Business Services,JTS540099000000000JOL,2015-07-01,1146,30.12,2015,7,7.044032897274685,3.405189402931693,False,0.13593824711250857,6.908094650162177
Professional and Business Services,JTS540099000000000JOL,2015-08-01,1091,30.23,2015,8,6.994849985833071,3.408834808791367,False,0.08016282358545723,6.914687162247613
Professional and Business Services,JTS540099000000000JOL,2015-09-01,1110,30.28,2015,9,7.01211529430638,3.410487428569248,False,0.09443946185914953,6.91767583244723
Professional and Business Services,JTS540099000000000JOL,2015-10-01,1212,30.35,2015,10,7.10002716662926,3.4127965175055075,False,0.17817547632021036,6.921851690309049
Professional and Business Services,JTS540099000000000JOL,2015-11-01,1285,30.43,2015,11,7.158513997329321,3.41542896390888,False,0.23190167531106276,6.926612322018258
Professional and Business Services,JTS540099000000000JOL,2015-12-01,1199,30.29,2015,12,7.089243155027514,3.410817625039146,False,0.17097018077984671,6.918272974247667
Professional and Business Services,JTS540099000000000JOL,2016-01-01,1310,30.56,2016,1,7.177782416195197,3.41969196429832,False,0.24346069701529505,6.934321719179902
Professional and Business Services,JTS540099000000000JOL,2016-02-01,1236,30.57,2016,2,7.119635638017636,3.420019135902743,False,0.18472224733689302,6.934913390680743
Professional and Business Services,JTS540099000000000JOL,2016-03-01,1471,30.55,2016,3,7.293697720601438,3.4193646856176043,False,0.35996786656384927,6.933729854037589
Professional and Business Services,JTS540099000000000JOL,2016-04-01,1049,30.7,2016,4,6.955592608396297,3.4242626545931514,False,0.013005052114196225,6.942587556282101
Professional and Business Services,JTS540099000000000JOL,2016-05-01,1163,30.8,2016,5,7.0587581525186645,3.427514689979529,False,0.11028947259430222,6.948468679924362
Professional and Business Services,JTS540099000000000JOL,2016-06-01,1143,30.87,2016,6,7.04141166379481,3.429784838514068,False,0.08883754754160389,6.952574116253206
Professional and Business Services,JTS540099000000000JOL,2016-07-01,1248,30.93,2016,7,7.129297548929373,3.4317265866969784,False,0.17321188996858528,6.956085658960788
Professional and Business Services,JTS540099000000000JOL,2016-08-01,1105,30.92,2016,8,7.007600613951853,3.4314032237192214,False,0.05209973880414687,6.955500875147706
